beta_ifng3	alpha_ifng3	delta_ifng3	beta_control3	alpha_control3	delta_control3	beta_ifng2	alpha_ifng2	delta_ifng2	beta_control2	alpha_control2	delta_control2	beta_ifng1	alpha_ifng1	delta_ifng1	beta_control1	alpha_control1	delta_control1	ProteinGroups	Genes	ProteinDescriptions
12.3990054906165	9.73181259215244	9.58283831669239	12.2664996125822	8.87780482922036	12.5288244583926	12.3430746491989	9.57014908685204	10.2751728108568	12.4417275049589	9.48754706079463	9.52524905935236	12.4794291453064	9.30880378495447	9.2586280365781	12.3532395669037	8.14509875267643	10.2863548427329	Q8BWE1	1810024B03Rik	Protein 1810024B03Rik
10.1098959331205	9.13726500757488	9.99855678621916	9.83275871028581	9.55882097861167	9.78356918151524	10.3413186666966	8.49552664705188	9.51713584602701	10.0539394533867	10.5335438816669	10.1135491943237	10.1949537959338	8.36604015220447	9.35740197159049	9.99902754383469	10.2965034300709	9.73089815644567	Q3U699	1810043G02Rik	Isoform of Q8C6G1, Protein 1810043G02Rik
12.5952248409205	12.6178301597003	13.1412482066546	12.7278672882298	12.522574175551	13.0630984219029	12.6785319197528	12.9430367279947	12.9788641572786	12.7995548333475	12.8101779727024	12.9467765430057	12.4549007196313	12.7222162465174	12.8925674811346	12.5502393483976	12.3986822425074	12.9840659310127	D3YYX8;D3Z2E9;D3Z7G3	2010107G23Rik	Isoform of Q9D882, Protein 2010107G23Rik (Fragment)
12.68930571346	14.3349207948369	15.684745881402	13.5263280617735	15.352546956592	15.2560538529711	12.5772116520964	15.3050052846844	16.0152429815758	12.5391782020401	14.8622159934383	16.0112556512126	12.8677768005694	14.5116538356543	15.6831920193101	13.28909670242	15.2382143877596	15.7728944430492	Q9CPN9	2210010C04Rik	Protein 2210010C04Rik
13.6608204360627	13.570413121211	14.143120099059	13.3923710934709	13.4887941474267	13.2265100350236	13.6918089361452	12.8459467014166	13.4094174560234	13.5406971562243	13.0805277605865	13.829028964916	13.7466402785363	13.6462099191943	14.0388761329333	13.5904233106416	13.8195005447521	13.8963513268583	G3X8U3	2210016F16Rik	MCG6895
11.0381782522788	10.9914864159982	11.6254029227593	11.1257621549869	11.3849617829986	11.903697705083	11.0263851142162	11.1299977467901	11.4796943867684	11.1417431458457	11.4960198683571	11.6757630144506	11.06073645626	11.0370527016451	11.1758738554806	10.8177431573695	11.6043864338837	11.8793956257967	H3BLG8	2210016L21Rik	Isoform of Q3UY34, Protein 2210016L21Rik (Fragment)
10.8752809177559	11.1518981279269	11.1146858590575	11.0036303437755	11.4126492298949	11.2796221875628	10.8791466994024	11.7069060616062	10.8975828600868	10.81215323365	11.5577939423574	11.6321500463737	10.745884369142	11.1573722012544	10.9771439488097	11.221858960296	11.1427069915454	11.2769618560616	B8JJ66;B8JJ69	2310061I04Rik	Isoform of B8JJ69, MCG141136, isoform CRA_a
10.5601895130168	11.2011069656559	11.50686788665	10.3091921069599	11.2840201303177	11.5897026369828	10.279297169972	11.9143963447676	11.5075369930794	10.4820314548668	11.3120490815948	11.6419659231514	10.3481416635852	11.0965833955003	11.6684196666686	10.657693590845	11.4263433878266	11.2601609493383	Q3TE80	2410002F23Rik	Protein 2410002F23Rik
11.3202533715605	11.8669736407802	11.5899273011582	11.1858170013617	12.0144041147902	12.0863723166827	11.2337994033186	11.7183539430141	11.8700179837022	11.2467584094331	11.5326822238613	11.9279853160775	11.3941625485231	11.9614894873435	11.695315303048	10.9064171336166	11.9344464704406	11.6323581360758	D6RCI4;F6XV67	2410004B18Rik	Isoform of Q9CWU4, Protein 2410004B18Rik
10.2930577486626	11.2967269697615	11.5237150322076	10.2168913327134	11.795986865921	10.9134280014385	10.2878739523461	11.6248182975895	11.556115901935	10.3868109464722	11.2539951734802	11.5504376902851	10.3895775665461	11.0771161272135	11.4309803978413	10.237018704328	11.3721413550943	11.2394117825832	B1AV75	2610301B20Rik	Isoform of Q3UJP5, Protein 2610301B20Rik
10.2003714408798	11.4933451131699	11.410374209701	10.6037932280763	11.4002870841101	12.2877054984384	10.3954270271775	11.5586885628135	11.573159580202	10.4942855923694	11.2374848474563	11.8710311955352	10.7098420192733	11.3675621803757	11.8485173162643	10.3527055668799	11.4852406414803	11.7165108304504	D6RIJ8	2700029M09Rik	Isoform of Q8CFE2, Protein 2700029M09Rik
9.49872557014566	9.90524709141553	9.64204447040656	9.1388912451632	9.82185679713323	10.7654967352199	9.64023228094718	10.1130128217744	10.8580522934236	9.56561621467287	9.76262288306295	10.6281082946805	9.92936050344271	10.3571670879811	10.5996017325019	9.48072356703589	10.0746633081256	10.4986535488982	Q6PGK3	2700097O09Rik	Protein 2700097O09Rik
10.180891280671	10.8423333092135	11.5093544043446	10.1436000484076	10.9942190619453	9.72514402183655	10.0447629431008	10.9842630977703	9.8035307312559	9.95169560594541	8.52884888170598	10.4875893026649	10.3008901815305	10.6042844939926	12.0152055201106	9.63485641722698	10.7219559776985	9.78508734021932	J3QPY8	2810408A11Rik	Isoform of Q6NSU2, Protein 2810408A11Rik (Fragment)
11.3917644984237	11.2022034270483	11.5427912120766	11.4158051356411	11.2417210343	11.9255099344558	11.40155687436	11.3141583598533	11.8429670501496	11.2973003392317	11.1698936926165	11.6454242681435	11.3524186763877	11.5244388716016	11.5348961818687	11.428982972617	11.3848377017787	10.3215709831011	Q3U3D8	3110043O21Rik	Isoform of Q6DFW0, MCG141727, isoform CRA_a
10.4843697786133	11.4741672976131	11.3428524910461	10.792489362599	11.5858239564474	10.7714395115398	10.4067258550648	11.2742383617304	10.7901084869825	10.5268415329435	11.4406615706552	11.2007754017764	10.6404799425887	11.5350566225813	9.10763900702955	10.5603328342124	11.5044962565014	10.1753816065233	A0A0G2JEY4	3110082I17Rik	Isoform of Q9CXL3, Protein 3110082I17Rik
9.16328782448672	12.9243356081455	13.1670025270731	11.3338277689375	13.6535664924758	14.0030786419286	8.26698558488254	13.8168236703708	14.3622589177504	8.61015787756984	13.5828593864081	14.2871983984762	9.54105532247648	13.017400005506	13.7626000460998	11.7332755423123	12.9759286619547	15.3785072422583	E9Q1N0	4932431P20Rik	Protein 4932431P20Rik
12.580974554553	12.4323826940688	12.4316621310594	12.6540026967668	12.2143312646473	12.5229419148101	12.6619561972773	12.1487276019872	12.4836419784619	12.7562081156624	12.0469875450795	12.2271556274065	12.6536624179093	12.5398785247481	12.5631676659508	12.6858525696028	12.6847398555406	12.7964345445042	J3KMQ6	5730455P16Rik	Isoform of Q9CYI0, Protein 5730455P16Rik
12.1335757265809	12.3906284598636	11.9161556449111	12.134134286109	12.4928621289774	11.7657212039734	12.1922311595191	12.6860058290896	11.729319088497	12.2542727869236	12.4542118860694	11.9781527189356	12.1252358672796	12.7622449886306	11.6987697688683	12.0098880870825	12.6078527337005	11.4731193055032	E9QMK9	9030617O03Rik	Isoform of Q8BH86, Protein 9030617O03Rik
12.0160979058013	12.10732497939	12.5439428864625	11.8966275736423	12.0567291506337	12.4780971486866	11.9961839320382	12.1868323124171	12.5408617952018	11.9129117846296	11.9738049725638	12.6395125555066	12.0434989882623	11.9818419528814	12.5222382251058	11.9724054647845	12.0897980367225	12.42265875663	I1E4X5	9030624J02Rik	Isoform of Q8BWQ6, Protein 9030624J02Rik
12.6826917965639	12.1231158581466	11.3795354086596	12.6486856342356	12.1410853185623	11.2696234699358	12.4349617601873	11.8968205365896	11.510744391291	12.5429447917901	11.8912748736681	11.6991169304505	12.6068354584751	12.1329077393452	11.7417829626844	12.5979152049073	12.2175427573826	12.4105471878428	E9PUJ3	9330182L06Rik	Isoform of Q3UZV7, Protein 9330182L06Rik
10.0758534796154	12.9956541047219	11.8264610967287	10.5506313651631	13.0249145563031	11.8383294011815	10.3761362447285	12.8028616497396	11.615592856511	10.4075333316713	12.9580687151878	11.9420709257206	10.5394981147965	13.0012234472236	11.5785944096626	10.3883617684033	13.0305102380781	11.9471693559465	Q5YD48;Q5YD48-2	A1cf	APOBEC1 complementation factor
11.4687614843812	14.4676692269546	15.009093789235	12.2601580083129	14.9532916155164	15.7499191710329	11.4704961931435	15.30922408753	15.0849570603758	11.817195533515	15.0713157056881	15.8424436519628	11.5039151584708	14.5206739222461	15.0981349173886	12.3275722915453	14.5717822648946	16.2836852517023	Q61838	A2m	Alpha-2-macroglobulin
13.1517903365947	17.1490226532909	17.8674597410156	14.0050630800135	17.9945578483746	19.0570689140398	13.204433592614	18.1575887196963	18.579897789738	13.4583937960595	18.1183175838052	19.2872366626049	13.1619380549277	17.4674543062479	17.8323461326891	13.9837240035993	17.3238024507713	19.1928779236604	Q6GQT1	A2mp	Alpha-2-macroglobulin-P
10.7001362347422	10.447537872199	10.2557273725714	10.7347350195628	11.056813807986	10.5077474679096	10.6382277309283	9.82110020583942	9.78251284403972	10.4375128168265	10.550833344489	9.48491102818179	10.53454606746	10.6359538651863	10.3648038691102	10.1119311506829	10.5725676023313	10.8937469447323	A0A0A0MQL2;E9PUH0	A430005L14Rik	Isoform of Q80WR5, Protein A430005L14Rik (Fragment)
10.389394724324	11.2891658837076	11.1792622196528	10.5624046228787	11.1813759131781	11.1775129737615	10.3893516992568	11.0859039417178	11.1376700183641	10.253244759208	11.0017529924893	11.192003013285	10.2525235210406	10.9488855157442	11.2962508999814	10.418379719365	10.9150801493736	11.1658580478823	P58742	Aaas	Aladin
12.857771105043	13.6484924070218	12.4368130268552	12.7292319791743	13.6322000421851	12.3902361442333	12.9283407107479	13.5209010047506	12.3854202514546	12.9395186110353	13.6731323721454	12.6196881118289	12.9202356037625	13.7080169097184	12.5195944848413	12.8703107716448	13.8719341066681	12.4962945622924	Q9D2R0	Aacs	Acetoacetyl-CoA synthetase
10.7938877563147	10.3882003022114	10.9365643302349	10.645532348681	11.0199173131	11.4342007763372	10.9380946197728	10.938050499534	11.5390909407933	10.8314576816541	10.776243841101	11.2771972916478	10.8459760945641	10.7681843247769	11.458883331334	10.8213833652438	10.8463679459848	11.5314350731872	Q8R2R3	Aagab	Alpha- and gamma-adaptin-binding protein p34
12.7485346104023	13.1539557145091	13.1244735397947	12.7085860227468	13.2181378720767	13.1010679578389	12.7815420881598	13.2524481249262	13.1312155130825	12.7585875908101	13.0762544398584	12.9470542636976	12.7684035249733	13.2050234438205	12.981387112148	12.7151426293479	13.1568209885326	13.1252520139289	Q3UHJ0;Q3UHJ0-2	Aak1	AP2-associated protein kinase 1
10.1702130107647	10.8680354155134	10.8230328017725	10.1384894041306	10.7031335846786	8.81994055591832	10.2892235322465	8.95514595976701	10.8291887231454	10.2433168174952	10.8184209121318	11.1578269116545	10.2946207488916	10.6438922566999	11.0851296150652	10.0785511300905	10.8186221186511	10.3284022304142	Q8R0P4	Aamdc	Mth938 domain-containing protein
11.0485141201003	11.7557096374367	11.3820889955085	10.8888193384023	11.7596094349343	11.4575399156346	10.9817456456346	11.560323279909	12.2202876273353	10.9237360178246	11.7414711998735	11.4654031486091	10.977258454664	11.6283270574734	11.4735789248608	10.7212188385474	11.79964184551	11.0527785982753	J3QN89;Q3TJ22	Aamp	Protein Aamp
10.1425666037634	9.6253873967157	9.92515981722449	10.2000525969845	9.57882962822229	9.66004857604292	10.3205749338932	9.81090958397148	9.60854681936368	10.2087220848627	8.96218232372228	9.91369663690729	9.82331946789633	9.89824312529759	9.98720715597523	10.0697719713801	10.0423433797937	9.89697096853231	Q9D2V5	Aar2	Protein AAR2 homolog
15.4212759052906	14.2529610363937	14.4135287667746	15.1472128762819	14.136126004482	14.0751281267616	15.3868729036182	13.6959024938019	14.3253827603326	15.2745055555902	13.9048603778756	14.2447280309912	15.4202497408571	14.1547311017934	14.4037244047609	15.3140839922128	14.4565533495516	14.3415466205698	Q8BGQ7	Aars	Alanine--tRNA ligase, cytoplasmic
10.2049378845065	10.359398176276	10.5869335882311	10.4292184151491	10.5687884814252	10.2487293858594	10.2300324481039	10.6552444812379	9.41548150170883	10.2986354067342	10.4631842020312	8.91030099981013	10.2908828224296	10.5567691210901	10.8997935705098	10.19650377157	10.1038778811494	11.4427477527612	Q14CH7	Aars2	Alanine--tRNA ligase, mitochondrial
12.5646496773073	12.9525829205519	12.9685138046965	12.2723731793689	12.8077010629339	12.6609340524283	12.5954579713531	12.5420016467625	12.9662566899358	12.5050175555281	12.5604713645023	12.9810481179567	12.6595187790296	12.9587502568804	12.9584820288921	12.276223296303	13.2169777012686	13.1520534600929	Q3THG9	Aarsd1	Alanyl-tRNA editing protein Aarsd1
9.82736652398862	9.88311368241168	10.0771248902404	10.2268817750111	9.65544127865697	10.1138984061491	9.9762060901486	10.239856113429	9.40682575166718	9.42930630384539	9.56552284844357	10.5249619675776	9.7989804214207	9.93454009025918	10.0661602274981	9.22124150970189	9.75073888329412	10.6367012499212	Q9CQF6;Q9CQF6-2	Aasdhppt	L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase
11.2427930235973	11.4646267188569	11.852919585124	11.2633689764817	11.5448630349962	11.64925672554	11.3369026050111	11.65755962302	12.1829732484569	11.2671846321247	11.7216546219254	11.6514946099351	11.2080941064426	11.4995419724865	9.04599207265379	10.9860482247996	11.4000201793346	10.7661588093417	Q9JKX4-2	Aatf	Isoform of Q9JKX4, Isoform 2 of Protein AATF
8.47185902082851	9.94574229413318	10.3705838250404	8.50485870339838	10.2846390533223	10.2767409093143	8.05965270761959	10.1506852450573	10.3251580716643	8.28719450985998	10.3176387237945	10.0493857239803	8.08463991719672	9.51456415595758	9.88581684707046	8.57681773759942	10.0287210824381	9.79979704909969	Q80YE4;Q80YE4-2;Q80YE4-3	Aatk	Serine/threonine-protein kinase LMTK1
16.1968806344452	14.2842674421542	15.2083029548459	16.3136430195938	14.2505723026036	14.8189915220649	16.2687302196659	13.6427060838578	14.759992179981	16.3258025960133	14.1950184115098	15.0301886297098	16.194068117063	14.1893304006149	15.0646291025754	16.1640053533465	14.4186893621791	15.0005942496381	P61922	Abat	4-aminobutyrate aminotransferase, mitochondrial
10.9808964368684	11.1979783922748	11.9889379887617	11.3214489955072	8.48103316836283	10.6990724162615	11.3308608717853	11.3597998148772	11.2946119980983	11.3098344251918	11.3141318558028	10.6115217677086	11.2117788110043	11.7074195307286	9.8041082719122	11.31878568623	11.3224408367637	9.024106367078	P41234	Abca2	ATP-binding cassette sub-family A member 2
11.8862224188487	11.1170696772584	11.0232394397456	11.9131586939747	11.1556973788225	8.80935800305697	11.8001233528265	10.8861326184593	9.10842935811721	11.8349529212944	11.1235135972305	9.60406095970881	11.748389948529	11.2642666510782	10.7874241848559	11.8081959805996	11.347255942888	10.6027417922733	Q8R420	Abca3	ATP-binding cassette sub-family A member 3
10.5319369860965	9.61384512038738	10.4647803234734	10.7611356498286	9.18603025924437	11.0061717713382	10.6766270779501	8.82347568885729	10.6249050928626	10.6552176431462	9.89411897812219	10.9568328101006	10.6328134860726	9.39571486698245	10.8011263141099	10.375615090859	9.89103482609269	11.2156736217895	Q8K448	Abca5	ATP-binding cassette sub-family A member 5
10.486231677981	11.491058637526	9.92336303908278	10.561698448549	8.92462415132477	9.49205682085698	10.5155224468408	8.87625321483182	9.28826584208981	10.5963109076177	8.58123357670956	9.5574196152957	10.8188537556354	11.1885579393129	11.3336437041138	10.4775053173697	11.1959874019504	9.86884290753222	Q8K442	Abca8a	ATP-binding cassette sub-family A member 8-A
13.4820516290339	12.406096028391	12.6361533115183	13.3074569871716	12.4591626252035	12.649507683994	13.6124538701748	12.4799419014771	12.443736138484	13.3405873032354	12.3906392067357	12.4840726588872	13.3925186775801	12.3391123255381	12.5221523858023	13.3296842363487	12.2960156750012	12.8082663819203	Q9JI39	Abcb10	ATP-binding cassette sub-family B member 10, mitochondrial
11.2693254159928	10.9301903105429	12.0203132847859	11.2210976818941	11.4195915590338	12.8267927555563	11.1106986213666	11.6162961202843	12.5933187527788	10.8760871436003	11.5669673290061	12.4932475283627	11.3800930389217	10.8971572140442	13.0169318723399	11.653427309977	11.4768778122208	13.9504647689143	Q9DC29	Abcb6	ATP-binding cassette sub-family B member 6, mitochondrial
12.7387615047329	12.711400261099	13.3469568893789	12.9166165928029	12.5253005708579	13.4620804450207	12.7265289780852	12.6190231940346	13.1842802944194	12.8652847750349	12.4638793837855	13.3618752550565	12.7496557720675	12.5996223218291	13.3152344907832	13.0681266344749	12.3483574756038	13.4612875867844	Q61102	Abcb7	ATP-binding cassette sub-family B member 7, mitochondrial
11.3005699206843	11.2530378834989	11.4470470550353	11.2907906896907	11.5289863543463	11.3714313345669	11.200224290915	11.652844973002	11.499138314785	11.2092462070429	11.3198809466642	11.0896557145497	11.1884404889752	11.3627493093342	11.6297573130529	11.2813563112532	11.3223901341481	11.6417420425133	Q9CXJ4	Abcb8	ATP-binding cassette sub-family B member 8, mitochondrial
12.9706703442879	12.7374311544995	12.2189536736183	13.0209764675453	12.6888250867355	11.9978011461807	12.8368018917857	12.8563671659952	12.051372101721	12.7829613632304	12.7965425981479	12.1227697682723	12.7625377616358	12.9062028973745	12.4625891793194	12.8818901757189	12.847041681565	12.0867764696544	Q9JJ59	Abcb9	ATP-binding cassette sub-family B member 9
11.2388883432715	11.2904451395084	11.8284261051159	11.2532506695067	11.3163494216802	11.5962876100475	11.0839845145536	11.5932743951699	11.645712464919	11.1064975106147	11.1579279389504	11.6467656945942	11.2460992581666	11.1883292114134	11.7743711543405	11.230578906445	11.1143865474325	12.002811500264	O35379	Abcc1	Multidrug resistance-associated protein 1
9.82366339207318	9.14657554948738	9.4704895042231	10.1316254936391	9.19477540607161	10.1132874956045	9.67759280573246	9.15010737238555	9.10254731001519	9.76999152460626	9.2314307888607	9.47020389969031	9.98440421692392	9.43768671915019	10.8637294253338	10.0628421669694	9.35866438616431	9.35085745502699	Q8R4P9;Q8R4P9-2;Q8R4P9-3	Abcc10	Multidrug resistance-associated protein 7
12.1551692486619	10.6057572888242	12.2759207847506	12.3255022239247	10.7208990742196	12.1740018622756	12.0078612372215	11.2076948245598	12.0365960542467	12.1855909354992	10.658439003512	12.1710422816524	12.1465145816175	10.8963626805081	12.2666694340719	12.0055613948186	10.8443056140509	12.5352607940501	E9Q236;E9Q467	Abcc4	Protein Abcc4
16.0525234753217	15.8898651623378	15.8692540450756	16.131455084498	15.860238297485	16.0066789065209	15.9452312024299	16.0047910398043	16.0568070355806	16.0253234353352	15.8404337281882	16.0457276712787	15.9485930913223	16.0326785757251	16.0318799349339	16.2117324300541	15.9683788013705	16.1022976651568	B2RUS7	Abcc8	ATP-binding cassette, sub-family C (CFTR/MRP), member 8
11.1032943661018	11.4122310965372	12.2913779351212	11.3516846391133	11.0475397519769	12.1749288025125	11.007566949798	11.3401282737006	11.6258503663325	11.1790506798778	11.409185875193	11.9941106306563	11.1775877180226	11.5061339909858	11.9477282448751	11.0661699360549	12.0007781973168	12.0856865081104	P48410	Abcd1	ATP-binding cassette sub-family D member 1
14.2603021115102	13.8439799195809	14.2259529982788	14.5405155473249	13.7723145739217	14.2936799911454	14.2740869056344	13.5417742323839	13.8945335910788	14.2846289328853	13.7513139124637	14.1999713418408	14.3017748185642	13.6867521889847	14.351463802951	14.3310568844266	13.6645028401265	14.3645245568746	P55096	Abcd3	ATP-binding cassette sub-family D member 3
14.4466245602381	14.0170519655929	13.8696131201703	14.3429705168243	14.1454386418927	13.6536624179093	14.4442578533661	13.942221244836	14.0054315688088	14.4033982177831	14.0231825668987	13.860010300427	14.4794771449943	14.1009086798307	13.9864731558228	14.3632381651725	14.2101309928808	13.8908627420977	P61222	Abce1	ATP-binding cassette sub-family E member 1
13.3762339401239	13.5235987090291	13.2040865985577	13.3184439528968	13.670877504397	13.4133899281737	13.3487281542311	13.6803485340215	13.4089267592079	13.3942081104313	13.7079522235757	13.4285826321096	13.3308048632816	13.502259981835	13.3702923550257	13.4216835372711	13.7214837421715	13.3433106547584	Q6P542	Abcf1	ATP-binding cassette sub-family F member 1
12.0836621457647	12.8061306882343	12.2847865144935	12.0474340991077	12.7958874605821	12.6023787460394	12.10496560484	13.0084041100534	12.3744173522853	12.1153038061521	12.9568117316627	12.2920368622565	12.1282811554155	12.7361164930149	12.2077922137116	12.0051578432648	12.8161736793522	12.5047023162482	Q99LE6	Abcf2	ATP-binding cassette sub-family F member 2
12.5028591464083	12.69246512232	12.5890588740084	12.5418177825932	12.7632870729087	12.9441739694067	12.5555549611393	12.7958083371516	12.7032093040392	12.4706080382445	12.8568709522582	12.7723104495732	12.5892649094159	12.74306932482	12.6726816804481	12.5351173909195	12.7106837649741	12.8324905284902	Q8K268	Abcf3	ATP-binding cassette sub-family F member 3
9.95344713611759	9.08532523454438	9.30951085124604	9.90435764579948	8.74272874677818	9.48327430276141	9.97382649285242	8.93748082032916	9.19646528743216	10.0041642745699	10.0048243894274	9.21204886422723	10.1529312479742	9.92616010874641	9.50175272645825	9.70006685814353	9.32672776934237	9.42141584350034	Q64343	Abcg1	ATP-binding cassette sub-family G member 1
13.6311656851119	13.3717902546043	13.7888916251066	13.7047142129226	13.3891069697821	13.6006679214375	13.6819521144592	13.1829746669092	13.488681193221	13.7296313640605	13.3134357690365	13.5612282692516	13.6228525858637	13.4855526147111	13.7225193902218	13.7293658279166	13.3441710539041	13.5900021814427	Q6PE15	Abhd10	Mycophenolic acid acyl-glucuronide esterase, mitochondrial
11.1212809588498	11.3474995702922	11.7951548957744	11.0273254852359	11.5732542741238	11.229744122936	11.0610876215465	11.4887539869445	11.3822118801794	11.2170610344467	11.4870310539117	11.3032156580551	11.0279405434513	11.4904046650791	11.6044466677065	11.1399286036354	11.5062877432872	11.1247866909943	Q8K4F5	Abhd11	Alpha/beta hydrolase domain-containing protein 11
12.6085921199506	13.4517648973781	13.1740268381694	12.8589950336221	13.2842414113256	13.0530536220717	12.6053568189462	13.4011728540282	12.9913907504425	12.7265460073147	13.256718790982	13.1426272274361	12.5748110977241	13.4070818379553	13.3524435057045	12.8793094638283	13.2141627596455	13.2867165763796	Q99LR1	Abhd12	Monoacylglycerol lipase ABHD12
10.5862862422007	10.9522680354918	10.1953352936245	10.5772210952084	11.0432939182267	9.83165433372857	10.4307034333357	10.7828972606398	10.5580882288989	10.2829146633907	10.5790330284624	10.3760622939776	10.3402506958579	10.8221724614762	10.5495729159784	10.5247375870124	10.0583300262057	9.06767266137579	Q80UX8	Abhd13	Alpha/beta hydrolase domain-containing protein 13
10.5576104083299	10.6798615204129	10.0907940475889	10.6474854092769	8.08363643613202	10.112964544221	10.3276200057012	8.96486074147228	10.2690157552647	10.5014192402887	10.6892205231253	9.84433463245392	10.3999828087253	10.937468732221	9.37360314337261	10.5549245461724	10.5684121914613	10.4901744694547	E9PW22;E9Q136	Abhd14a_(E9PW22;E9Q136)	Isoform of Q922Q6, Alpha/beta hydrolase domain-containing protein 14A
10.0196324241438	10.3336382530629	10.8355135852874	10.0654430629374	10.7864493406388	11.1217277630205	9.77619448275687	10.6321655438064	10.9181924069885	10.047055730208	10.6947583384099	11.06734696279	10.0885762569304	10.7836530863901	10.8671937819328	9.5612115595535	10.9381166793862	11.5116615102207	Q922Q6	Abhd14a_(Q922Q6)	Alpha/beta hydrolase domain-containing protein 14A
15.4524986576928	15.3220126253235	15.5281030399348	15.1639444424574	15.0181958312445	14.9354091008358	15.5169957353698	14.7676723832931	14.901738989969	15.2930153459324	14.9329805651078	15.231832426236	15.4442966831583	15.3149584547891	15.4159100816941	15.2459128894075	15.4611468728651	15.3750564057275	A0A087WP24;A0A087WPF8;A0A087WQN8;A0A087WRJ2;A0A087WSR2;E9QN99	Abhd14b_(A0A087WP24;A0A087WPF8;A0A087WQN8;A0A087WRJ2;A0A087WSR2;E9QN99)	Isoform of Q8VCR7, Alpha/beta hydrolase domain-containing protein 14B (Fragment)
